index year month day hour minute second azi_deg azi_min azi_sec pol_deg pol_min pol_sec size_deg size_min size_sec
144 0 2 24 20 39 21.01 -52 35 59.95 57 10 4.90 0 35 51.40
145 0 2 25 4 59 21.01 106 58 53.00 2 1 28.10 0 35 48.23
146 0 2 25 13 19 21.01 -132 39 49.28 -23 11 17.50 0 35 44.16
147 0 2 25 21 39 21.01 -24 25 19.19 65 11 55.79 0 35 39.35
148 0 2 26 5 59 21.01 117 9 49.12 -9 46 38.72 0 35 33.42
149 0 2 26 14 19 21.01 -120 19 58.21 -12 58 21.75 0 35 26.76
150 0 2 26 22 39 21.01 13 52 53.23 66 24 31.11 0 35 19.43
151 0 2 27 6 59 21.01 128 50 34.02 -20 22 29.09 0 35 11.12
152 0 2 27 15 19 21.01 -109 53 39.72 -1 32 2.37 0 35 2.29
153 0 2 27 23 39 21.01 45 32 25.50 60 5 28.91 0 34 52.89
154 0 2 28 7 59 21.01 142 45 6.38 -29 4 38.07 0 34 42.70
155 0 2 28 16 19 21.01 -100 32 0.53 10 33 42.07 0 34 32.21
156 0 2 29 0 39 21.01 65 24 54.70 49 51 57.56 0 34 21.28
157 0 2 29 8 59 21.01 159 13 51.94 -35 0 18.31 0 34 9.78
158 0 2 29 17 19 21.01 -91 27 53.76 22 54 54.03 0 33 58.19
159 0 3 1 1 39 21.01 78 47 28.28 38 15 30.89 0 33 46.27
160 0 3 1 9 59 21.01 177 34 0.13 -37 18 24.82 0 33 34.03
161 0 3 1 18 19 21.01 -81 47 39.61 35 11 48.46 0 33 21.87
162 0 3 2 2 39 21.01 89 13 11.92 26 18 51.61 0 33 9.52
163 0 3 2 10 59 21.01 -164 10 17.63 -35 38 59.24 0 32 57.06
164 0 3 2 19 19 21.01 -70 10 50.15 47 1 57.52 0 32 44.82
165 0 3 3 3 39 21.01 98 27 18.27 14 31 15.14 0 32 32.51
166 0 3 3 11 59 21.01 -147 54 28.84 -30 30 4.98 0 32 20.29
167 0 3 3 20 19 21.01 -54 6 12.70 57 46 42.44 0 32 8.40
168 0 3 4 4 39 21.01 107 28 55.24 3 11 36.59 0 31 56.54
169 0 3 4 12 59 21.01 -134 21 28.10 -22 47 22.18 0 31 44.94
170 0 3 4 21 19 21.01 -28 53 13.99 65 57 12.74 0 31 33.75
171 0 3 5 5 39 21.01 116 59 36.34 -7 22 36.70 0 31 22.66
172 0 3 5 13 59 21.01 -123 12 46.35 -13 24 8.19 0 31 11.98
173 0 3 5 22 19 21.01 7 29 2.30 68 35 37.45 0 31 1.75
174 0 3 6 6 39 21.01 127 34 33.44 -16 50 45.72 0 30 51.71
175 0 3 6 14 59 21.01 -113 48 59.34 -2 59 10.45 0 30 42.18
176 0 3 6 23 19 21.01 40 56 26.33 64 11 51.52 0 30 33.12
177 0 3 7 7 39 21.01 139 43 57.49 -24 45 54.84 0 30 24.32
178 0 3 7 15 59 21.01 -105 30 58.88 8 1 57.48 0 30 16.10
179 0 3 8 0 19 21.01 62 32 11.22 55 34 36.65 0 30 8.36
180 0 3 8 8 39 21.01 153 44 1.61 -30 34 14.65 0 30 0.94
181 0 3 8 16 59 21.01 -97 43 22.96 19 22 22.10 0 29 54.15
182 0 3 9 1 19 21.01 76 37 43.04 45 18 59.15 0 29 47.83
183 0 3 9 9 39 21.01 169 18 20.64 -33 40 29.73 0 29 41.89
184 0 3 9 17 59 21.01 -89 49 57.34 30 49 42.06 0 29 36.63
185 0 3 10 2 19 21.01 87 8 51.29 34 31 28.13 0 29 31.80
186 0 3 10 10 39 21.01 -174 33 42.69 -33 41 47.61 0 29 27.42
187 0 3 10 18 59 21.01 -81 2 47.10 42 12 21.55 0 29 23.71
188 0 3 11 3 19 21.01 96 3 37.04 23 40 39.00 0 29 20.44
189 0 3 11 11 39 21.01 -159 13 39.77 -30 41 18.65 0 29 17.64
190 0 3 11 19 59 21.01 -69 57 53.18 53 13 58.88 0 29 15.53
191 0 3 12 4 19 21.01 104 24 24.44 13 2 39.05 0 29 13.83
192 0 3 12 12 39 21.01 -145 38 25.86 -25 6 46.14 0 29 12.65
193 0 3 12 20 59 21.01 -53 32 18.76 63 19 24.39 0 29 12.15
194 0 3 13 5 19 21.01 112 51 1.97 2 50 30.65 0 29 12.03
195 0 3 13 13 39 21.01 -134 1 23.74 -17 35 19.54 0 29 12.48
196 0 3 13 21 59 21.01 -25 12 23.16 70 50 3.94 0 29 13.58
197 0 3 14 6 19 21.01 121 54 46.79 -6 41 26.64 0 29 15.05
198 0 3 14 14 39 21.01 -124 6 30.09 -8 40 23.13 0 29 17.12
199 0 3 14 22 59 21.01 16 47 4.55 72 7 1.88 0 29 19.80
200 0 3 15 7 19 21.01 132 3 50.11 -15 14 39.49 0 29 22.85
201 0 3 15 15 39 21.01 -115 27 0.74 1 12 58.57 0 29 26.52
202 0 3 15 23 59 21.01 50 23 38.92 66 9 57.24 0 29 30.75
203 0 3 16 8 19 21.01 143 42 35.43 -22 24 6.39 0 29 35.35
204 0 3 16 16 39 21.01 -107 34 46.58 11 47 12.73 0 29 40.58
205 0 3 17 0 59 21.01 69 48 8.50 56 41 45.78 0 29 46.31
206 0 3 17 9 19 21.01 157 3 31.20 -27 37 56.64 0 29 52.40
207 0 3 17 17 39 21.01 -100 1 12.87 22 49 54.25 0 29 59.13
208 0 3 18 1 59 21.01 82 17 12.85 45 59 5.03 0 30 6.29
209 0 3 18 10 19 21.01 171 52 13.26 -30 22 4.76 0 30 13.80
210 0 3 18 18 39 21.01 -92 12 36.10 34 11 10.98 0 30 21.93
211 0 3 19 2 59 21.01 91 50 27.30 34 50 29.65 0 30 30.41
212 0 3 19 11 19 21.01 -172 41 49.79 -30 11 37.33 0 30 39.23
213 0 3 19 19 39 21.01 -83 17 17.75 45 40 35.67 0 30 48.62
214 0 3 20 3 59 21.01 100 14 12.13 23 37 0.93 0 30 58.28
215 0 3 20 12 19 21.01 -157 48 23.42 -27 3 9.57 0 31 8.25
216 0 3 20 20 39 21.01 -71 30 9.42 57 0 45.83 0 31 18.72
217 0 3 21 4 59 21.01 108 24 57.50 12 32 36.25 0 31 29.35
218 0 3 21 13 19 21.01 -144 20 25.10 -21 15 55.10 0 31 40.26
219 0 3 21 21 39 21.01 -52 18 5.06 67 26 8.22 0 31 51.57
220 0 3 22 5 59 21.01 117 1 44.51 1 51 30.31 0 32 2.91
221 0 3 22 14 19 21.01 -132 34 49.99 -13 20 45.20 0 32 14.47
222 0 3 22 22 39 21.01 -14 37 35.28 74 16 54.63 0 32 26.29
223 0 3 23 6 59 21.01 126 38 47.54 -8 7 31.08 0 32 38.01
224 0 3 23 15 19 21.01 -122 20 15.72 -3 48 23.22 0 32 49.87
225 0 3 23 23 39 21.01 34 41 21.41 72 10 6.65 0 33 1.81
226 0 3 24 7 59 21.01 137 49 26.35 -16 57 28.45 0 33 13.50
227 0 3 24 16 19 21.01 -113 11 54.57 6 55 55.72 0 33 25.23
228 0 3 25 0 39 21.01 63 34 13.95 62 54 53.51 0 33 36.82
229 0 3 25 8 59 21.01 151 1 10.83 -24 0 16.67 0 33 48.00
230 0 3 25 17 19 21.01 -104 39 31.65 18 32 32.03 0 33 59.09
231 0 3 26 1 39 21.01 79 15 30.61 51 16 42.81 0 34 9.81
232 0 3 26 9 59 21.01 166 17 57.37 -28 28 25.77 0 34 19.97
