# index year month day hour minute seconad azi_deg azi_min azi_sec pol_deg pol_min pol_sec size_deg size_min size_sec phase
0 0 1 1 20 23 32.88 115 29 46.39 29 4 41.21 0 29 43.66 0.987
1 0 1 2 4 43 32.88 11 20 33.65 -56 2 2.16 0 29 8.69 0.977
2 0 1 2 13 3 32.88 -103 54 45.32 21 17 53.16 0 29 43.73 0.963
3 0 1 2 21 23 32.88 107 46 50.09 28 38 54.39 0 29 49.62 0.955
4 0 1 3 5 43 32.88 2 44 16.77 -51 35 33.59 0 29 17.31 0.937
5 0 1 3 14 3 32.88 -102 29 3.79 27 50 45.77 0 29 55.89 0.917
6 0 1 3 22 23 32.88 100 21 2.32 27 57 11.95 0 29 59.98 0.904
7 0 1 4 6 43 32.88 -3 47 0.16 -46 45 4.30 0 29 30.47 0.880
8 0 1 4 15 3 32.88 -100 43 57.12 33 56 42.36 0 30 12.09 0.853
9 0 1 4 23 23 32.88 93 32 28.95 27 11 25.19 0 30 14.50 0.836
10 0 1 5 7 43 32.88 -8 27 10.76 -41 56 31.56 0 29 47.72 0.806
11 0 1 5 16 3 32.88 -98 36 50.69 39 16 12.78 0 30 31.80 0.773
12 0 1 6 0 23 32.88 87 39 0.21 26 32 12.95 0 30 32.77 0.753
13 0 1 6 8 43 32.88 -11 34 55.88 -37 35 25.74 0 30 8.37 0.716
14 0 1 6 17 3 32.88 -96 15 37.05 43 32 16.38 0 30 54.32 0.679
15 0 1 7 1 23 32.88 82 56 57.76 26 5 22.54 0 30 54.12 0.656
16 0 1 7 9 43 32.88 -13 30 28.00 -34 5 32.21 0 30 31.45 0.615
17 0 1 7 18 3 32.88 -94 4 1.83 46 33 53.40 0 31 18.76 0.575
18 0 1 8 2 23 32.88 79 41 1.28 25 49 8.61 0 31 17.60 0.550
19 0 1 8 10 43 32.88 -14 35 46.70 -31 47 13.79 0 30 55.74 0.505
20 0 1 8 19 3 32.88 -92 40 25.85 48 19 33.07 0 31 44.02 0.463
21 0 1 9 3 23 32.88 78 2 5.33 25 33 8.31 0 31 41.93 0.438
22 0 1 9 11 43 32.88 -15 15 29.01 -30 55 11.80 0 31 19.81 0.392
23 0 1 9 20 3 32.88 -92 45 56.27 48 57 38.62 0 32 8.76 0.351
24 0 1 10 4 23 32.88 78 3 39.32 24 59 36.24 0 32 5.50 0.326
25 0 1 10 12 43 32.88 -15 56 35.37 -31 35 52.79 0 31 42.05 0.281
26 0 1 14 16 43 32.88 -27 27 42.46 -46 11 1.15 0 32 23.98 0.001
27 0 1 15 1 3 32.88 -119 22 54.89 41 46 58.19 0 33 11.40 0.000
28 0 1 15 9 23 32.88 93 57 7.34 9 23 48.21 0 32 52.40 0.000
29 0 1 15 17 43 32.88 -33 59 25.48 -50 48 32.61 0 32 18.61 0.000
30 0 1 16 2 3 32.88 -126 47 43.32 38 49 38.64 0 33 3.86 0.002
31 0 1 16 10 23 32.88 97 47 36.70 4 17 23.30 0 32 41.08 0.004
32 0 1 16 18 43 32.88 -41 58 57.17 -54 54 1.31 0 32 7.09 0.011
33 0 1 17 3 3 32.88 -133 27 53.34 35 35 25.43 0 32 49.59 0.022
34 0 1 17 11 23 32.88 101 22 25.07 -0 36 42.68 0 32 23.83 0.031
35 0 1 17 19 43 32.88 -50 53 18.79 -58 7 51.06 0 31 50.45 0.053
36 0 1 18 4 3 32.88 -139 1 39.23 32 21 1.89 0 32 29.93 0.078
37 0 1 18 12 23 32.88 104 33 40.78 -4 55 21.10 0 32 2.24 0.098
38 0 1 18 20 43 32.88 -59 45 22.90 -60 21 17.20 0 31 30.02 0.140
39 0 1 19 5 3 32.88 -143 20 45.60 29 27 25.88 0 32 6.62 0.182
40 0 1 19 13 23 32.88 107 9 45.85 -8 23 39.02 0 31 38.02 0.215
41 0 1 19 21 43 32.88 -67 27 6.08 -61 35 43.29 0 31 7.30 0.262
42 0 1 20 6 3 32.88 -146 28 45.44 27 16 14.56 0 31 41.55 0.297
43 0 1 20 14 23 32.88 108 55 31.85 -10 57 19.29 0 31 12.84 0.321
44 0 1 20 22 43 32.88 -73 2 54.22 -61 56 43.88 0 30 43.80 0.366
45 0 1 21 7 3 32.88 -148 38 15.91 26 6 10.42 0 31 16.49 0.403
46 0 1 21 15 23 32.88 109 35 33.23 -12 42 26.23 0 30 48.13 0.428
47 0 1 21 23 43 32.88 -76 8 18.55 -61 26 40.40 0 30 20.94 0.474
48 0 1 22 8 3 32.88 -150 7 59.91 26 10 10.71 0 30 52.98 0.510
49 0 1 22 16 23 32.88 108 58 18.55 -13 52 33.28 0 30 25.08 0.535
50 0 1 23 0 43 32.88 -76 55 12.84 -60 1 30.48 0 29 59.97 0.581
51 0 1 23 9 3 32.88 -151 19 43.83 27 33 46.67 0 30 32.20 0.614
52 0 1 23 17 23 32.88 106 58 58.17 -14 44 11.51 0 30 4.60 0.638
53 0 1 24 1 43 32.88 -76 3 59.30 -57 33 51.09 0 29 41.90 0.681
54 0 1 24 10 3 32.88 -152 35 28.72 30 14 47.03 0 30 15.02 0.711
55 0 1 24 18 23 32.88 103 39 45.08 -15 32 13.04 0 29 47.39 0.733
56 0 1 25 2 43 32.88 -74 24 55.77 -53 59 7.81 0 29 27.55 0.772
57 0 1 25 11 3 32.88 -154 15 31.84 34 4 17.51 0 30 1.98 0.797
58 0 1 25 19 23 32.88 99 8 24.01 -16 26 25.02 0 29 33.98 0.817
59 0 1 26 3 43 32.88 -72 38 20.52 -49 19 48.90 0 29 17.50 0.850
60 0 1 26 12 3 32.88 -156 37 48.36 38 48 24.06 0 29 53.44 0.870
61 0 1 26 20 23 32.88 93 36 6.71 -17 29 48.31 0 29 24.75 0.887
62 0 1 27 4 43 32.88 -71 5 13.73 -43 45 33.65 0 29 12.14 0.913
63 0 1 27 13 3 32.88 -159 58 32.79 44 9 58.96 0 29 49.52 0.929
64 0 1 27 21 23 32.88 87 16 1.43 -18 38 40.87 0 29 19.98 0.942
65 0 1 28 5 43 32.88 -69 50 1.52 -37 30 55.52 0 29 11.70 0.960
66 0 1 28 14 3 32.88 -164 33 47.53 49 50 1.41 0 29 50.25 0.971
67 0 1 28 22 23 32.88 80 22 50.25 -19 44 10.78 0 29 19.85 0.979
68 0 1 29 6 43 32.88 -68 47 55.96 -30 53 4.13 0 29 16.18 0.989
69 0 1 29 15 3 32.88 -170 40 39.62 55 28 26.13 0 29 55.54 0.995
70 0 1 29 23 23 32.88 73 13 25.53 -20 34 59.47 0 29 24.42 0.998
71 0 1 30 7 43 32.88 -67 51 3.45 -24 10 23.19 0 29 25.47 1.000
72 0 1 30 16 3 32.88 -178 36 31.69 60 44 36.53 0 30 5.22 0.999
73 0 1 31 0 23 32.88 66 7 35.07 -21 0 50.38 0 29 33.63 0.997
74 0 1 31 8 43 32.88 -66 52 11.22 -17 41 51.34 0 29 39.24 0.991
75 0 1 31 17 3 32.88 171 27 47.90 65 18 26.92 0 30 19.02 0.984
76 0 2 1 1 23 32.88 59 27 44.23 -20 56 5.77 0 29 47.25 0.977
77 0 2 1 9 43 32.88 -65 47 8.17 -11 46 31.39 0 29 57.01 0.961
78 0 2 1 18 3 32.88 159 46 14.77 68 53 9.10 0 30 36.57 0.949
79 0 2 2 2 23 32.88 53 36 49.56 -20 22 37.29 0 30 4.82 0.936
80 0 2 2 10 43 32.88 -64 36 36.66 -6 42 34.28 0 30 18.09 0.911
81 0 2 2 19 3 32.88 147 23 5.10 71 20 27.10 0 30 57.33 0.894
82 0 2 3 3 23 32.88 48 54 48.84 -19 30 55.86 0 30 25.66 0.875
83 0 2 3 11 43 32.88 -63 27 45.23 -2 45 34.53 0 30 41.59 0.842
84 0 2 3 20 3 32.88 136 16 10.35 72 44 57.56 0 31 20.56 0.820
85 0 2 4 4 23 32.88 45 35 9.43 -18 39 13.75 0 30 48.75 0.795
86 0 2 4 12 43 32.88 -62 34 39.42 -0 5 58.80 0 31 6.42 0.754
87 0 2 4 21 3 32.88 128 31 49.63 73 19 48.86 0 31 45.24 0.729
88 0 2 5 5 23 32.88 43 42 31.79 -18 10 30.01 0 31 12.78 0.698
89 0 2 5 13 43 32.88 -62 16 42.82 1 13 29.66 0 31 31.27 0.652
90 0 2 5 22 3 32.88 125 26 32.42 73 12 58.00 0 32 10.07 0.623
91 0 2 6 6 23 32.88 43 12 22.37 -18 28 13.64 0 31 36.17 0.588
92 0 2 6 14 43 32.88 -62 54 24.76 1 19 12.86 0 31 54.70 0.538
93 0 2 6 23 3 32.88 126 53 58.75 72 16 21.93 0 32 33.42 0.508
94 0 2 7 7 23 32.88 43 52 24.78 -19 51 31.49 0 31 57.14 0.471
95 0 2 7 15 43 32.88 -64 43 49.69 0 25 40.37 0 32 15.18 0.420
96 0 2 8 0 3 32.88 131 18 4.41 70 10 13.26 0 32 53.49 0.390
97 0 2 8 8 23 32.88 45 26 6.88 -22 30 44.97 0 32 13.97 0.353
98 0 2 8 16 43 32.88 -67 52 2.80 -1 7 48.21 0 32 31.22 0.304
99 0 2 9 1 3 32.88 136 21 42.07 66 40 37.51 0 33 8.49 0.275
100 0 2 9 9 23 32.88 47 37 22.59 -26 24 50.57 0 32 25.17 0.241
101 0 2 9 17 43 32.88 -72 15 4.71 -3 1 30.22 0 32 41.55 0.181
102 0 2 10 2 3 32.88 140 32 11.24 61 52 28.90 0 33 16.87 0.147
103 0 2 10 10 23 32.88 50 14 55.49 -31 21 12.35 0 32 29.71 0.111
104 0 2 10 18 43 32.88 -77 38 23.20 -4 59 19.65 0 32 45.30 0.073
105 0 2 11 3 3 32.88 143 27 52.39 56 6 55.60 0 33 17.69 0.054
106 0 2 11 11 23 32.88 53 14 40.05 -36 57 54.49 0 32 27.25 0.036
107 0 2 11 19 43 32.88 -83 39 21.61 -6 50 59.02 0 32 42.10 0.019
108 0 2 12 4 3 32.88 145 25 11.50 49 52 32.79 0 33 10.78 0.011
109 0 2 12 12 23 32.88 56 38 54.34 -42 47 17.74 0 32 18.10 0.005
110 0 2 12 20 43 32.88 -89 50 53.64 -8 31 44.45 0 32 32.24 0.001
111 0 2 13 5 3 32.88 146 46 48.72 43 39 5.99 0 32 56.82 0.000
112 0 2 13 13 23 32.88 60 31 42.37 -48 20 12.70 0 32 3.16 0.000
113 0 2 13 21 43 32.88 -95 45 16.19 -10 0 0.17 0 32 16.58 0.000
114 0 2 14 6 3 32.88 147 48 23.02 37 54 2.37 0 32 37.18 0.001
115 0 2 14 14 23 32.88 64 49 57.01 -53 10 44.65 0 31 43.75 0.002
116 0 2 14 22 43 32.88 -100 57 42.52 -11 13 53.01 0 31 56.47 0.007
117 0 2 15 7 3 32.88 148 35 37.70 33 0 7.02 0 32 13.65 0.012
118 0 2 15 15 23 32.88 69 11 59.62 -57 1 37.85 0 31 21.37 0.020
119 0 2 15 23 43 32.88 -105 9 18.44 -12 8 20.22 0 31 33.53 0.037
120 0 2 16 8 3 32.88 149 5 1.75 29 13 17.70 0 31 48.11 0.050
121 0 2 16 16 23 32.88 72 52 14.04 -59 48 59.39 0 30 57.54 0.071
122 0 2 17 0 43 32.88 -108 9 16.31 -12 34 3.34 0 31 9.47 0.105
123 0 2 17 9 3 32.88 149 5 54.78 26 41 3.32 0 31 22.35 0.128
124 0 2 17 17 23 32.88 74 51 27.22 -61 42 43.04 0 30 33.67 0.164
125 0 2 18 1 43 32.88 -109 56 13.50 -12 18 32.56 0 30 45.90 0.218
126 0 2 18 10 3 32.88 148 23 30.12 25 21 36.48 0 30 57.83 0.244
127 0 2 18 18 23 32.88 74 17 51.93 -63 0 1.86 0 30 10.98 0.276
128 0 2 19 2 43 32.88 -110 38 0.80 -11 8 54.95 0 30 24.22 0.317
129 0 2 19 11 3 32.88 146 42 34.61 25 4 27.96 0 30 35.69 0.340
130 0 2 19 19 23 32.88 70 40 38.29 -63 55 15.97 0 29 50.51 0.374
131 0 2 20 3 43 32.88 -110 29 26.77 -8 55 20.65 0 30 5.55 0.417
132 0 2 20 12 3 32.88 143 51 4.33 25 32 27.67 0 30 16.77 0.440
133 0 2 20 20 23 32.88 63 51 5.15 -64 31 51.98 0 29 33.11 0.476
134 0 2 21 4 43 32.88 -109 48 11.03 -5 33 46.28 0 29 50.70 0.518
135 0 2 21 13 3 32.88 139 42 59.18 26 24 49.06 0 30 1.62 0.541
136 0 2 21 21 23 32.88 54 4 18.53 -64 39 54.64 0 29 19.45 0.577
137 0 2 22 5 43 32.88 -108 50 10.24 -1 6 57.90 0 29 40.26 0.617
138 0 2 22 14 3 32.88 134 20 16.16 27 20 43.87 0 29 50.61 0.639
139 0 2 22 22 23 32.88 42 8 40.03 -64 0 12.95 0 29 10.03 0.673
140 0 2 23 6 43 32.88 -107 46 21.31 4 16 8.35 0 29 34.54 0.710
141 0 2 23 15 3 32.88 127 53 24.50 28 2 54.75 0 29 43.96 0.730
142 0 2 23 23 23 32.88 29 27 40.26 -62 14 38.16 0 29 5.21 0.762
143 0 2 24 7 43 32.88 -106 41 30.70 10 22 2.44 0 29 33.69 0.794
144 0 2 24 16 3 32.88 120 40 18.38 28 20 30.54 0 29 41.80 0.812
145 0 2 25 0 23 32.88 17 32 59.21 -59 17 11.34 0 29 5.20 0.840
146 0 2 25 8 43 32.88 -105 34 45.69 16 54 18.31 0 29 37.67 0.867
147 0 2 25 17 3 32.88 113 3 25.91 28 10 40.43 0 29 44.17 0.882
148 0 2 26 1 23 32.88 7 26 19.10 -55 17 33.08 0 29 10.06 0.905
149 0 2 26 9 43 32.88 -104 20 59.65 23 34 42.87 0 29 46.33 0.926
150 0 2 26 18 3 32.88 105 26 13.66 27 38 11.37 0 29 51.04 0.938
151 0 2 27 2 23 32.88 -0 31 46.66 -50 36 13.69 0 29 19.69 0.955
152 0 2 27 10 43 32.88 -102 52 50.30 30 3 55.91 0 29 59.35 0.969
153 0 2 27 19 3 32.88 98 10 25.98 26 53 9.23 0 30 2.27 0.977
154 0 2 28 3 23 32.88 -6 27 29.63 -45 38 13.32 0 29 33.79 0.987
155 0 2 28 11 43 32.88 -101 3 36.96 36 2 5.06 0 30 16.33 0.994
156 0 2 28 20 3 32.88 91 35 16.89 26 7 24.17 0 30 17.60 0.997
157 0 2 29 4 23 32.88 -10 37 36.16 -40 49 18.77 0 29 51.85 1.000
158 0 2 29 12 43 32.88 -98 52 7.82 41 9 56.02 0 30 36.67 0.999
159 0 2 29 21 3 32.88 85 58 6.00 25 30 36.66 0 30 36.57 0.997
160 0 3 1 5 23 32.88 -13 21 33.08 -36 34 25.29 0 30 13.11 0.991
161 0 3 1 13 43 32.88 -96 29 12.22 45 11 20.68 0 30 59.66 0.982
162 0 3 1 22 3 32.88 81 34 55.35 25 6 51.27 0 30 58.45 0.976
163 0 3 2 6 23 32.88 -14 59 50.34 -33 16 24.35 0 30 36.57 0.960
164 0 3 2 14 43 32.88 -94 22 33.37 47 57 1.20 0 31 24.36 0.943
165 0 3 2 23 3 32.88 78 39 49.89 24 52 16.63 0 31 22.22 0.931
166 0 3 3 7 23 32.88 -15 54 52.84 -31 14 18.00 0 31 0.95 0.906
167 0 3 3 15 43 32.88 -93 13 23.27 49 27 38.37 0 31 49.63 0.881
168 0 3 4 0 3 32.88 77 22 27.65 24 34 30.75 0 31 46.52 0.864
169 0 3 4 8 23 32.88 -16 31 47.89 -30 40 52.44 0 31 24.78 0.830
170 0 3 4 16 43 32.88 -93 42 19.98 49 53 16.72 0 32 14.09 0.798
171 0 3 5 1 3 32.88 77 44 11.17 23 54 34.44 0 32 9.69 0.776
172 0 3 5 9 23 32.88 -17 17 51.32 -31 40 9.00 0 31 46.44 0.734
173 0 3 5 17 43 32.88 -96 13 28.16 49 28 11.68 0 32 36.18 0.696
174 0 3 6 2 3 32.88 79 34 57.07 22 31 35.24 0 32 29.86 0.670
175 0 3 6 10 23 32.88 -18 40 26.88 -34 5 54.20 0 32 4.35 0.623
176 0 3 6 18 43 32.88 -100 47 2.07 48 24 15.86 0 32 54.25 0.581
177 0 3 7 3 3 32.88 82 33 40.78 20 9 31.87 0 32 45.19 0.552
178 0 3 7 11 23 32.88 -21 4 30.58 -37 41 55.08 0 32 17.10 0.502
179 0 3 7 19 43 32.88 -107 1 36.41 46 47 24.52 0 33 6.76 0.460
180 0 3 8 4 3 32.88 86 13 46.48 16 43 25.57 0 32 54.17 0.430
181 0 3 8 12 23 32.88 -24 50 8.32 -42 4 1.68 0 32 23.68 0.380
182 0 3 8 20 43 32.88 -114 20 41.13 44 38 41.87 0 33 12.49 0.339
183 0 3 9 5 3 32.88 90 10 59.89 12 21 54.73 0 32 55.84 0.311
184 0 3 9 13 23 32.88 -30 10 8.76 -46 43 25.56 0 32 23.58 0.265
185 0 3 9 21 43 32.88 -122 0 51.91 41 58 48.08 0 33 10.79 0.226
186 0 3 10 6 3 32.88 94 8 30.68 7 25 8.06 0 32 50.04 0.189
187 0 3 10 14 23 32.88 -37 6 3.63 -51 10 44.66 0 32 16.87 0.136
188 0 3 10 22 43 32.88 -129 20 44.37 38 52 49.51 0 33 1.74 0.099
189 0 3 11 7 3 32.88 97 56 28.44 2 19 30.70 0 32 37.37 0.078
190 0 3 11 15 23 32.88 -45 21 41.58 -55 0 41.08 0 32 4.20 0.049
191 0 3 11 23 43 32.88 -135 48 30.12 35 32 50.44 0 32 46.20 0.031
192 0 3 12 8 3 32.88 101 27 53.19 -2 28 16.37 0 32 19.10 0.022
193 0 3 12 16 23 32.88 -54 17 15.92 -57 56 35.14 0 31 46.66 0.010
194 0 3 13 0 43 32.88 -141 5 50.95 32 17 12.54 0 32 25.59 0.005
195 0 3 13 9 3 32.88 104 34 1.55 -6 36 35.53 0 31 56.83 0.002
196 0 3 13 17 23 32.88 -62 52 12.48 -59 52 53.61 0 31 25.63 0.000
197 0 3 14 1 43 32.88 -145 7 57.04 29 27 39.11 0 32 1.73 0.000
198 0 3 14 10 3 32.88 107 2 6.53 -9 52 47.53 0 31 32.30 0.000
199 0 3 14 18 23 32.88 -70 1 41.06 -60 52 51.29 0 31 2.62 0.000
200 0 3 15 2 43 32.88 -148 1 10.86 27 25 32.93 0 31 36.50 0.002
201 0 3 15 11 3 32.88 108 36 19.75 -12 15 1.54 0 31 7.13 0.004
202 0 3 15 19 23 32.88 -74 58 37.66 -61 1 42.17 0 30 39.14 0.010
203 0 3 16 3 43 32.88 -150 0 12.51 26 28 30.55 0 31 11.64 0.017
204 0 3 16 12 3 32.88 109 1 33.48 -13 51 23.53 0 30 42.70 0.025
205 0 3 16 20 23 32.88 -77 27 56.77 -60 20 2.70 0 30 16.59 0.042
206 0 3 17 4 43 32.88 -151 25 0.12 26 47 47.95 0 30 48.59 0.060
207 0 3 17 13 3 32.88 108 7 26.66 -14 56 32.69 0 30 20.12 0.075
208 0 3 17 21 23 32.88 -77 48 21.02 -58 42 20.47 0 29 56.15 0.108
209 0 3 18 5 43 32.88 -152 37 51.00 28 27 0.64 0 30 28.49 0.137
210 0 3 18 14 3 32.88 105 50 41.52 -15 46 58.29 0 30 0.28 0.162
211 0 3 18 22 23 32.88 -76 42 34.23 -56 1 4.41 0 29 38.81 0.214
212 0 3 19 6 43 32.88 -154 0 44.11 31 22 7.65 0 30 12.11 0.247
213 0 3 19 15 3 32.88 102 14 51.79 -16 36 32.55 0 29 43.83 0.269
214 0 3 19 23 23 32.88 -74 58 42.45 -52 12 47.39 0 29 25.33 0.309
215 0 3 20 7 43 32.88 -155 53 41.20 35 22 45.15 0 29 59.98 0.338
216 0 3 20 16 3 32.88 97 28 35.04 -17 33 27.28 0 29 31.27 0.362
217 0 3 21 0 23 32.88 -73 12 34.87 -47 21 27.21 0 29 16.26 0.404
218 0 3 21 8 43 32.88 -158 34 30.32 40 13 53.60 0 29 52.37 0.433
219 0 3 21 17 3 32.88 91 43 30.59 -18 38 58.23 0 29 22.95 0.459
220 0 3 22 1 23 32.88 -71 41 14.53 -41 37 52.61 0 29 11.95 0.502
221 0 3 22 9 43 32.88 -162 19 42.17 45 37 39.13 0 29 49.39 0.531
222 0 3 22 18 3 32.88 85 13 4.76 -19 47 52.16 0 29 19.15 0.557
223 0 3 23 2 23 32.88 -70 26 54.39 -35 17 17.72 0 29 12.56 0.599
224 0 3 23 10 43 32.88 -167 25 58.41 51 14 25.88 0 29 51.05 0.627
225 0 3 23 19 3 32.88 78 12 27.32 -20 50 19.40 0 29 20.01 0.652
226 0 3 24 3 23 32.88 -69 24 1.03 -28 37 13.54 0 29 18.09 0.693
227 0 3 24 11 43 32.88 -174 10 56.89 56 43 39.33 0 29 57.24 0.718
228 0 3 24 20 3 32.88 70 59 18.32 -21 34 52.01 0 29 25.57 0.742
229 0 3 25 4 23 32.88 -68 24 46.05 -21 56 15.76 0 29 28.37 0.779
230 0 3 25 12 43 32.88 177 9 15.34 61 44 25.97 0 30 7.77 0.802
231 0 3 25 21 3 32.88 63 54 24.78 -21 52 0.51 0 29 35.75 0.824
232 0 3 26 5 23 32.88 -67 22 30.02 -15 33 29.17 0 29 43.04 0.856
233 0 3 26 13 43 32.88 166 30 15.56 65 57 6.30 0 30 22.35 0.875
234 0 3 26 22 3 32.88 57 20 54.93 -21 37 46.54 0 29 50.25 0.894
235 0 3 27 6 23 32.88 -66 13 57.05 -9 47 53.15 0 30 1.58 0.920
236 0 3 27 14 43 32.88 154 20 53.83 69 7 0.58 0 30 40.60 0.934
237 0 3 27 23 3 32.88 51 41 39.90 -20 56 13.48 0 30 8.60 0.948
238 0 3 28 7 23 32.88 -65 1 6.66 -4 57 15.89 0 30 23.26 0.967
239 0 3 28 15 43 32.88 142 3 48.32 71 10 11.45 0 31 1.92 0.976
240 0 3 29 0 3 32.88 47 15 29.29 -20 0 4.42 0 30 30.01 0.985
241 0 3 29 8 23 32.88 -63 52 40.66 -1 16 17.60 0 30 47.15 0.994
242 0 3 29 16 43 32.88 131 41 43.62 72 15 40.26 0 31 25.53 0.998
243 0 3 30 1 3 32.88 44 13 51.26 -19 9 10.79 0 30 53.43 1.000
244 0 3 30 9 23 32.88 -63 4 11.71 1 6 7.38 0 31 12.10 0.999
245 0 3 30 17 43 32.88 125 5 7.96 72 37 28.35 0 31 50.35 0.996
246 0 3 31 2 3 32.88 42 39 4.25 -18 47 12.58 0 31 17.46 0.991
247 0 3 31 10 23 32.88 -62 55 47.91 2 9 16.75 0 31 36.80 0.979
248 0 3 31 18 43 32.88 123 7 25.96 72 20 20.13 0 32 14.99 0.970
249 0 4 1 3 3 32.88 42 24 22.40 -19 17 8.46 0 31 40.48 0.956
250 0 4 1 11 23 32.88 -63 47 29.92 2 1 33.34 0 31 59.75 0.933
251 0 4 1 19 43 32.88 125 23 39.46 71 12 10.91 0 32 37.80 0.918
252 0 4 2 4 3 32.88 43 15 58.09 -20 56 26.00 0 32 0.72 0.896
253 0 4 2 12 23 32.88 -65 53 38.55 0 58 50.86 0 32 19.43 0.862
254 0 4 2 20 43 32.88 130 9 42.32 68 52 2.95 0 32 56.95 0.841
255 0 4 3 5 3 32.88 44 56 52.78 -23 52 58.38 0 32 16.47 0.811
256 0 4 3 13 23 32.88 -69 18 48.89 -0 39 9.21 0 32 34.40 0.769
257 0 4 3 21 43 32.88 135 15 48.50 65 8 17.53 0 33 10.66 0.743
258 0 4 4 6 3 32.88 47 11 43.84 -28 2 59.59 0 32 26.34 0.707
259 0 4 4 14 23 32.88 -73 56 25.02 -2 33 26.91 0 32 43.43 0.659
260 0 4 4 22 43 32.88 139 22 58.95 60 8 53.70 0 33 17.50 0.629
261 0 4 5 7 3 32.88 49 50 48.67 -33 11 32.86 0 32 29.43 0.590
262 0 4 5 15 23 32.88 -79 29 45.84 -4 29 22.37 0 32 45.74 0.538
263 0 4 5 23 43 32.88 142 17 23.13 54 16 56.85 0 33 16.67 0.507
264 0 4 6 8 3 32.88 52 51 50.88 -38 55 6.83 0 32 25.53 0.467
265 0 4 6 16 23 32.88 -85 34 54.72 -6 18 11.86 0 32 41.11 0.415
266 0 4 7 0 43 32.88 144 16 44.88 48 1 48.73 0 33 8.19 0.384
267 0 4 7 9 3 32.88 56 18 31.56 -44 45 20.43 0 32 15.10 0.346
268 0 4 7 17 23 32.88 -91 44 21.55 -7 56 15.66 0 32 29.94 0.298
269 0 4 8 1 43 32.88 145 42 20.29 41 53 13.74 0 32 52.90 0.270
270 0 4 8 10 3 32.88 60 15 1.30 -50 13 17.72 0 31 59.13 0.237
271 0 4 8 18 23 32.88 -97 30 51.58 -9 22 9.73 0 32 13.21 0.177
272 0 4 9 2 43 32.88 146 47 52.05 36 18 0.82 0 32 32.28 0.145
273 0 4 9 11 3 32.88 64 36 3.17 -54 54 17.01 0 31 39.00 0.111
274 0 4 9 19 23 32.88 -102 30 49.31 -10 33 20.99 0 31 52.35 0.074
275 0 4 10 3 43 32.88 147 37 14.53 31 37 42.28 0 32 8.17 0.057
276 0 4 10 12 3 32.88 68 55 12.93 -58 33 17.68 0 31 16.22 0.039
277 0 4 10 20 23 32.88 -106 27 4.63 -11 23 37.77 0 31 29.01 0.022
278 0 4 11 4 43 32.88 148 5 28.52 28 6 32.04 0 31 42.45 0.015
279 0 4 11 13 3 32.88 72 21 27.76 -61 9 17.17 0 30 52.28 0.008
280 0 4 11 21 23 32.88 -109 10 55.79 -11 42 36.76 0 31 4.91 0.003
281 0 4 12 5 43 32.88 148 0 58.86 25 49 54.30 0 31 16.84 0.001
282 0 4 12 14 3 32.88 73 52 54.32 -62 54 19.17 0 30 28.58 0.000
283 0 4 12 22 23 32.88 -110 43 10.02 -11 17 17.53 0 30 41.62 0.000
284 0 4 13 6 43 32.88 147 8 50.58 24 43 54.44 0 30 52.73 0.000
285 0 4 13 15 3 32.88 72 38 56.53 -64 5 46.73 0 30 6.29 0.000
286 0 4 13 23 23 32.88 -111 13 25.35 -9 55 6.62 0 30 20.47 0.002
287 0 4 14 7 43 32.88 145 14 33.93 24 36 16.25 0 30 31.20 0.004
288 0 4 14 16 3 32.88 68 11 55.87 -64 55 54.88 0 29 46.42 0.009
289 0 4 15 0 23 32.88 -110 57 26.71 -7 27 19.79 0 30 2.53 0.017
290 0 4 15 8 43 32.88 142 7 34.87 25 8 42.71 0 30 13.02 0.024
291 0 4 15 17 3 32.88 60 27 57.23 -65 24 41.81 0 29 29.77 0.037
292 0 4 16 1 23 32.88 -110 12 46.34 -3 51 24.21 0 29 48.57 0.056
293 0 4 16 9 43 32.88 137 43 55.76 26 0 12.92 0 29 58.69 0.070
294 0 4 16 18 3 32.88 49 51 14.24 -65 18 52.89 0 29 16.97 0.094
295 0 4 17 2 23 32.88 -109 14 21.67 0 48 24.88 0 29 39.09 0.128
296 0 4 17 10 43 32.88 132 7 48.33 26 50 40.46 0 29 48.55 0.149
297 0 4 17 19 3 32.88 37 24 21.92 -64 18 13.35 0 29 8.52 0.188
298 0 4 18 3 23 32.88 -108 11 46.60 6 22 1.83 0 29 34.38 0.235
299 0 4 18 11 43 32.88 125 31 40.92 27 24 19.97 0 29 42.80 0.254
300 0 4 18 20 3 32.88 24 41 32.36 -62 7 16.26 0 29 4.72 0.287
301 0 4 19 4 23 32.88 -107 8 26.49 12 35 11.20 0 29 34.54 0.323
302 0 4 19 12 43 32.88 118 14 41.11 27 32 24.10 0 29 41.56 0.344
303 0 4 19 21 3 32.88 13 11 9.91 -58 45 8.38 0 29 5.76 0.379
304 0 4 20 5 23 32.88 -106 2 22.74 19 11 0.43 0 29 39.52 0.417
305 0 4 20 13 43 32.88 110 39 28.20 27 14 8.14 0 29 44.86 0.439
306 0 4 20 22 3 32.88 3 41 48.69 -54 25 47.29 0 29 11.67 0.477
307 0 4 21 6 23 32.88 -104 47 42.39 25 51 0.99 0 29 49.10 0.515
308 0 4 21 14 43 32.88 103 8 49.75 26 35 55.36 0 29 52.63 0.537
