index year month day hour minute second azi_deg azi_min azi_sec pol_deg pol_min pol_sec size_deg size_min size_sec
194 0 3 13 18 23 2.08 -88 57 20.67 34 37 10.55 0 35 40.60
195 0 3 14 2 43 2.08 91 11 34.60 31 42 16.12 0 35 37.70
196 0 3 14 11 3 2.08 -168 58 59.31 -32 0 6.76 0 35 33.76
197 0 3 14 19 23 2.08 -77 45 23.40 47 16 14.88 0 35 29.15
198 0 3 15 3 43 2.08 100 26 35.89 19 2 6.37 0 35 23.49
199 0 3 15 12 3 2.08 -152 12 16.60 -27 45 54.61 0 35 16.95
200 0 3 15 20 23 2.08 -62 4 3.18 59 11 45.32 0 35 9.84
201 0 3 16 4 43 2.08 109 30 36.23 6 49 24.75 0 35 1.78
202 0 3 16 13 3 2.08 -137 47 5.69 -20 29 25.02 0 34 53.06
203 0 3 16 21 23 2.08 -35 12 16.78 68 46 31.85 0 34 43.88
204 0 3 17 5 43 2.08 119 9 41.80 -4 34 18.48 0 34 33.91
205 0 3 17 14 3 2.08 -125 46 9.52 -11 7 14.39 0 34 23.52
206 0 3 17 22 23 2.08 8 52 32.38 71 49 13.88 0 34 12.80
207 0 3 18 6 43 2.08 130 1 49.40 -14 43 30.02 0 34 1.47
208 0 3 18 15 3 2.08 -115 37 29.11 -0 26 10.64 0 33 49.96
209 0 3 18 23 23 2.08 47 2 18.90 65 57 39.83 0 33 38.25
210 0 3 19 7 43 2.08 142 38 18.58 -23 5 31.71 0 33 26.13
211 0 3 19 16 3 2.08 -106 41 28.96 11 0 40.74 0 33 14.04
212 0 3 20 0 23 2.08 68 20 50.12 55 45 12.72 0 33 1.86
213 0 3 20 8 43 2.08 157 12 17.39 -29 0 59.22 0 32 49.48
214 0 3 20 17 3 2.08 -98 19 2.76 22 50 38.82 0 32 37.30
215 0 3 21 1 23 2.08 81 34 44.03 44 18 14.11 0 32 25.14
216 0 3 21 9 43 2.08 173 17 2.93 -31 52 1.54 0 32 12.95
217 0 3 21 18 3 2.08 -89 47 31.79 34 46 58.34 0 32 1.11
218 0 3 22 2 23 2.08 91 32 9.81 32 38 50.18 0 31 49.36
219 0 3 22 10 43 2.08 -170 21 25.99 -31 19 46.23 0 31 37.76
220 0 3 22 19 3 2.08 -80 6 17.22 46 34 1.93 0 31 26.60
221 0 3 23 3 23 2.08 100 11 58.79 21 11 58.08 0 31 15.60
222 0 3 23 11 43 2.08 -155 9 15.07 -27 37 16.26 0 31 4.88
223 0 3 23 20 3 2.08 -67 18 43.69 57 49 18.26 0 30 54.68
224 0 3 24 4 23 2.08 108 32 57.76 10 12 36.32 0 30 44.69
